Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,62.31023977101677,62.49437615930911,61.545348085651185,61.79322814941406,11133600,0.0,0
2014-01-03 00:00:00-05:00,61.856942414443694,62.10482778538087,61.439088383898,61.56657028198242,9714300,0.0,0
2014-01-06 00:00:00-05:00,61.75072518935038,61.856955624291714,61.30453574908,61.651573181152344,9256600,0.0,0
2014-01-07 00:00:00-05:00,61.82861211714123,62.16147638333528,61.50990470008487,62.11898422241211,6651000,0.0,0
2014-01-08 00:00:00-05:00,62.12608296716324,62.14732905272613,61.45325963852523,61.68697738647461,10941500,0.0,0
2014-01-09 00:00:00-05:00,61.75073338518998,61.856963834230704,60.9858417318173,61.49576950073242,12222700,0.0,0
2014-01-10 00:00:00-05:00,61.53826528961559,61.623255057212795,61.141657180922415,61.54534912109375,10470100,0.0,0
2014-01-13 00:00:00-05:00,61.37534870316757,61.46741685943134,60.263419982668516,60.3200798034668,16717600,0.0,0
2014-01-14 00:00:00-05:00,60.56089942540312,61.13456542300966,60.56089942540312,61.10623550415039,13222100,0.0,0
2014-01-15 00:00:00-05:00,61.19119720444986,61.24785701618977,60.83708148614098,60.92914962768555,11667900,0.0,0
2014-01-16 00:00:00-05:00,60.81586755779603,61.02833385907511,60.53257375271069,61.0141716003418,11297100,0.0,0
2014-01-17 00:00:00-05:00,61.16288855320309,61.49575830862884,60.83710262755079,60.915008544921875,12632900,0.0,0
2014-01-21 00:00:00-05:00,61.34701697807905,61.55948319472082,60.900827656713595,61.41783905029297,12725800,0.0,0
2014-01-22 00:00:00-05:00,61.566594650950954,61.77198253490353,61.31163075386363,61.7011604309082,10557600,0.0,0
2014-01-23 00:00:00-05:00,61.368295057032874,61.495777014838545,60.709639175600344,61.0000114440918,14900800,0.0,0
2014-01-24 00:00:00-05:00,60.631728924353595,60.631728924353595,59.68977926993845,59.72519302368164,17426100,0.0,0
2014-01-27 00:00:00-05:00,59.831421922465296,59.95182002578023,59.09486023799468,59.51271438598633,16054500,0.0,0
2014-01-28 00:00:00-05:00,59.65436982614809,60.05806175587228,59.49147412664741,59.96598815917969,9112800,0.0,0
2014-01-29 00:00:00-05:00,59.441893657501474,60.04388959130381,59.13026994445475,59.633113861083984,20124900,0.0,0
2014-01-30 00:00:00-05:00,60.03680328936384,60.1359607058352,59.48438338688622,59.824337005615234,12265700,0.0,0
2014-01-31 00:00:00-05:00,59.13025881887683,59.5764482155833,58.80447290898022,59.05235290527344,15983200,0.0,0
2014-02-03 00:00:00-05:00,58.99570636686337,59.24358639629468,57.919191091362535,57.99709701538086,25172800,0.0,0
2014-02-04 00:00:00-05:00,58.32288279299065,58.74074232995452,58.11041651270983,58.59201431274414,20339800,0.0,0
2014-02-05 00:00:00-05:00,58.59200087330725,58.60616312739245,57.94042371444741,58.01832962036133,27270900,0.0,0
2014-02-06 00:00:00-05:00,58.17414222162484,59.0240179661011,58.152896138519665,58.88237380981445,13028300,0.0,0
2014-02-07 00:00:00-05:00,59.24358832226581,59.611866463196336,58.88238860856387,59.519798278808594,12402300,0.0,0
2014-02-10 00:00:00-05:00,59.50562582786478,59.58353174814497,58.98153587601731,59.22941589355469,7961000,0.0,0
2014-02-11 00:00:00-05:00,59.29317572103948,60.20679552334963,59.229432040078926,60.001407623291016,10869700,0.0,0
2014-02-12 00:00:00-05:00,60.18552871410887,60.30592679923756,59.7959991405999,59.859737396240234,6812400,0.0,0
2014-02-13 00:00:00-05:00,59.57645375919224,60.29884773037701,59.41355808739711,60.143035888671875,9799000,0.0,0
